Artis Hottness,Duration,Artist Familiarity,Tempo
4.562787909923320395e-01,2.373896539539117612e+01,5.734983944558820212e-01,1.522501445059461389e+02
3.904342956429233680e-01,3.002029532813679111e+02,8.032557433582994122e-01,9.235640557651223048e+01
3.197180921479639837e-01,2.192489449959635692e+02,5.419793416463392077e-01,9.287651694749160924e+01
1.922648167380819895e-01,2.630188324977054322e+02,7.176878777852309099e-01,1.342263935924934799e+02
3.867907894458623708e-01,2.568223145254878546e+02,3.539509248298386979e-01,1.329425342029928174e+02
3.738990931883552360e-01,1.888676374039615666e+02,6.757909697236001989e-01,7.502988176700344525e+01
4.193198485730266767e-01,2.461573809457325410e+02,6.675275182670858953e-01,1.209027032636279273e+02
4.999739585177679357e-01,4.079544483954310863e+01,3.046809845725348964e-01,1.099782686992149934e+02
4.793470786677345719e-01,2.309685668886280041e+02,6.160441579644242438e-01,2.331448502156129621e+02
3.866318425654183821e-01,8.001234586103464608e+01,7.499405519545732091e-01,9.806354108680369563e+01
3.815176024128295040e-01,5.314490720969047288e+02,8.287071124145199974e-01,1.222597510069796840e+02
1.735780415534040055e-01,1.865238470586018593e+02,6.302339637832901076e-01,9.099568625956135293e+01
4.037192322291239810e-01,2.033178939056046772e+02,7.583846783903069877e-01,1.020259032882070755e+02
3.390718645584852031e-01,2.340747401106845587e+02,5.335021287876244855e-01,1.229083125339818139e+02
4.437215384810201946e-01,2.064078012819769867e+02,5.829961662397593614e-01,1.413276187824171188e+02
3.405400111136121510e-01,4.052471371571687087e+02,2.942377941504261685e-01,1.159664996849591603e+02
2.197006293443659886e-01,5.556477045020437799e+02,8.136146491458617902e-01,1.266797426367424464e+02
4.095175679135530378e-01,6.707141273688239380e+02,5.013952360984532675e-01,1.147431394904303943e+02
5.831038388721078158e-01,1.589396383915960769e+02,3.280547125698660693e-01,1.041174316683988081e+02
3.847290505294545526e-01,2.089127941774194994e+02,4.297973546351414598e-01,1.249175589313066439e+02
3.566154905132362662e-01,2.943260416913506674e+02,8.220485482215877937e-01,1.468872444155999801e+02
3.022834832132340055e-01,2.179603068027753636e+02,8.278805293416340305e-01,1.472836599015052457e+02
4.475181836110325162e-01,2.800705470683466274e+02,5.142660111954526769e-01,1.862427128858207084e+02
4.949155629862634909e-01,2.824448138586588470e+02,5.822542289823218198e-01,9.584345661055016308e+01
4.788882085340074868e-01,3.666416699796071725e+02,4.354234876315246083e-01,9.683889984996761768e+01
3.873776464419768639e-01,1.887471839140007432e+02,5.190835421461841293e-01,1.757207609427429702e+02
1.000056949956207308e+00,3.965425008555178010e+02,8.254030303748862707e-01,1.540293348000639071e+02
4.332144569185789607e-01,5.515700876232196492e+01,7.450316761079491812e-01,1.117018572819804376e+02
4.878474159282419342e-01,2.470794313850073820e+02,5.077957931725975982e-01,1.508986171297854639e+02
3.814104873002759910e-01,2.422522717558692307e+02,9.064978782100610033e-01,1.123014047887744482e+02
3.568096235287038231e-01,2.336605903090773779e+02,6.524549324943151873e-01,9.039800993695044440e+01
5.789371660100954831e-01,4.753839740108754768e+02,4.955665050134712146e-01,1.813332518831031734e+02
3.856440461946366027e-01,1.996086366851523337e+02,5.595489389627843480e-01,1.502811830714004486e+02
6.272987345696940942e-01,2.402076558847478225e+02,8.318139104481829804e-01,1.323493478634761118e+02
5.427755961317516364e-01,1.893039296220937331e+02,5.311398522230632580e-01,1.716111843896536016e+02
3.369486429963069463e-01,5.050256849473392435e+02,6.309595276227639715e-01,1.103405700916032970e+02
3.389742129568754647e-01,2.651657928069547552e+02,6.634222136765686173e-01,9.537076824019123933e+01
5.281364779680688404e-01,2.283483279732422488e+02,4.070634005201583250e-01,1.532548539254269713e+02
3.400370178392562170e-01,4.816105470502404842e+02,6.238789001605766771e-01,8.544785110613986490e+01
4.832583977658675423e-01,2.408165570489524043e+02,7.626838543232707934e-01,2.334250093981837040e+02
5.421771950215195091e-01,2.729581080862325848e+02,7.067211050207831136e-01,1.198969249294042925e+02
1.942707197768247795e-01,1.661521885293320793e+02,8.250192384865897566e-01,1.269052025958871468e+02
3.859559987057147867e-01,1.991443752035949899e+02,5.011695065112817815e-01,2.011518222302667596e+02
3.223571842831741696e-01,1.719525163320913066e+02,7.168711974754060634e-01,1.307276524210199682e+02
5.206066636082328225e-01,1.617942454716225598e+02,5.950074167238526002e-01,9.394428295071483603e+01
4.218082021757258993e-01,2.281694718994666573e+02,2.611410130210387592e-01,8.690018104943331423e+01
1.131207659085827544e+00,9.868298112561761570e+01,2.693304369872109305e-01,1.232263995743340388e+02
3.577463710288360521e-01,3.114320988201966429e+02,1.931599770806897709e-01,1.610217645784864544e+02
4.166612449126584350e-01,2.413780755094461199e+02,4.848088968872801274e-01,1.394966883132697149e+02
3.535765709939877044e-01,2.131048677746978512e+02,7.814144959192432793e-01,8.014846394324396783e+01
3.337723916811095037e-01,1.342500459517105469e+02,4.536210385991807925e-01,8.137409832546470057e+01
4.196277771440278803e-01,2.796858573769092686e+02,5.072366690556577851e-01,1.573881958798248775e+02
3.004080897628154112e-01,2.097527704809633633e+02,7.682120945763202258e-01,9.109127571038953874e+01
3.182210575145009712e-01,2.157210635770033775e+02,3.185292253255056494e-01,1.659732919460249718e+02
3.690588521538155087e-01,3.926268774131566488e+02,5.980053797475051169e-01,1.408202138368521332e+02
4.730317901492688826e-01,2.491175041435214439e+02,5.130396829873546949e-01,1.382612454209468069e+02
1.570121342521952901e-01,9.749624107944300988e+01,4.660424308458175346e-01,1.525138152788371144e+02
2.566851093630846958e-01,1.523980634723434093e+02,6.609643200789463435e-01,1.280043054345017026e+02
4.995876483959017511e-01,2.075698693474953984e+02,5.771563451956467361e-01,1.400231512609446440e+02
3.297455254627364440e-01,2.367325676321951278e+02,7.214378390033218125e-01,1.375058157072800782e+02
5.336720537335688519e-01,2.892230259973205193e+02,8.727589351569093878e-01,1.349333045124238879e+02
3.470227778215778658e-01,2.213651848622893397e+02,4.260514919049285254e-01,1.313565067957201222e+02
3.376440229444456764e-01,-1.105061212949957053e+03,6.654509512518487213e-01,1.409886613123485404e+02
5.533870960895248547e-01,1.986357722910690882e+02,8.371034770103946698e-01,7.781280081843001994e+01
3.426695086352405939e-01,1.819933216182554077e+02,7.098213637824812849e-01,1.012316575103598666e+02
3.546460813892542419e-01,2.377921327465713262e+02,5.238320033275556398e-01,1.430532725386969446e+02
5.068060375066034684e-01,2.268193145094719227e+02,8.376195674223509968e-01,1.695208042167610643e+02
4.160427358089788807e-01,9.837723061441886330e+01,6.275948199910317271e-01,1.668513899871338140e+02
4.055323882047686679e-01,1.314635399697677371e+02,2.781174068564240542e-01,1.785665315414161682e+02
3.365732093881967923e-01,9.807157906898526107e+02,8.689404756472001168e-01,1.274455997720789924e+02
8.229420362551402857e-01,2.590552658060854583e+02,5.293821493610906259e-01,2.223167317662184246e+02
4.125449401768042645e-01,1.561375911292463172e+02,6.508076996676805948e-01,1.430846929602531077e+02
4.102284190313989498e-01,-3.673803938681749059e+01,5.615546538846061253e-01,1.857525848621451132e+02
3.381060405480001418e-01,1.972585893980764240e+02,4.151961060126936331e-01,1.413577029984493834e+02
4.963938437037100915e-01,1.385002273001962294e+02,3.980954876365814243e-01,1.187799972532868082e+02
4.084738672257335335e-01,2.740954130462470744e+02,5.575068617314045127e-01,6.455584374180662621e+01
4.136082820180735919e-01,2.743903599954090282e+02,4.299002980763972914e-01,1.166572244367757207e+02
2.999984812335144135e-01,2.415493335489257731e+02,6.807677720880818129e-01,9.427407795328252860e+01
3.922199616011456391e-01,2.673755520907186565e+02,5.544573501842435803e-01,1.129656786315807153e+02
4.267028716600666516e-01,2.949827285615791652e+02,7.639498430782438732e-01,5.901452456104016164e+01
4.631197318343338587e-01,4.369039626907166962e+02,6.600173581162778191e-01,1.200941574695625604e+02
4.436715535151203316e-01,3.284755435375449224e+02,5.456914571644446710e-01,1.255742018131057307e+02
3.392703800857731489e-01,1.832987694896992821e+02,5.272946581647843800e-01,1.067740728039127589e+02
1.386876259358261754e-01,2.231200066288832318e+02,5.047195185230322068e-01,1.308526331107212854e+02
2.991357644828735451e-01,2.019027557069004786e+02,4.872804479483789919e-01,8.567848993481050002e+01
5.609372667250177580e-01,1.356462582036895981e+02,3.812396701184681547e-01,1.194227967145558864e+02
3.981309758831248491e-01,2.321867236611114720e+02,5.957106831091749655e-01,1.498345324004321242e+02
3.636626986139130935e-01,3.230711084807244333e+02,4.062360536575724268e-01,7.849655377572997850e+01
3.779670944845988090e-01,7.230092555171043500e+01,4.283938275491721015e-01,1.447639140229682653e+02
4.117326349304152866e-01,2.594592473512233255e+02,4.044941803781654244e-01,1.174661135684857527e+02
3.743585522601625692e-01,2.871016611456386727e+02,6.528284790351506217e-01,6.131728093569034854e+01
5.065805799138731746e-01,1.541708729928315620e+02,4.805885347420044695e-01,1.131567558608647346e+02
5.804665581477084224e-01,3.560183343753624285e+02,6.934505786460576360e-01,1.637998398342261339e+02
3.365762264856957398e-01,3.766567995185665040e+03,6.546874989274016343e-01,1.007391635177692706e+02
4.218910162162795019e-01,2.503899543813969331e+02,8.002549471749844656e-01,1.665833377143136431e+02
4.095495680989209020e-01,2.130269780305216045e+02,8.703286820119515710e-01,1.515692519355704349e+02
2.901344154100173323e-01,2.152352189462923491e+02,6.685765542485171409e-01,1.316832456273008916e+02
4.170588954049487262e-01,3.697605754939650069e+02,8.164147560503138834e-01,1.084553632780507542e+02
3.406016221406258371e-01,2.614049652211367061e+02,7.422238405179513165e-01,1.573486131324815460e+02
4.599689815934697723e-01,1.702756481328752898e+02,6.659583208721784331e-01,9.903927971744730030e+01
2.055294215756864329e-01,2.184619939050262758e+02,5.423302456307439456e-01,9.410508067396528986e+01
3.392350275280049954e-01,2.426003387076332558e+02,6.185989614904983114e-01,1.558799184773103548e+02
5.741144989467608095e-01,2.982256565448495280e+02,7.221943282158633792e-01,1.073783986309686043e+02
3.390010959065209439e-01,8.660551452534946293e+02,6.227723400749241023e-01,1.635889120633102038e+02
3.837925124294463419e-01,4.975752484092956252e+02,6.034950522349831203e-01,1.407922551621998082e+02
3.712301990447143818e-01,2.982208438352021744e+02,7.711543013841790639e-01,1.147498086351103552e+02
5.154342919334859996e-01,1.474646527668412546e+03,3.495760322987422342e-01,1.645004322686171463e+02
5.661343712145827656e-01,2.357361332961091591e+02,3.234467238276437229e-01,1.465536340995428759e+02
3.121964956872745889e-01,2.174990411084014568e+02,8.728046660643542509e-01,9.856378818065087444e+01
6.001212350121813977e-01,1.817172696538852676e+02,5.343538609118496652e-01,3.369224722511501113e+01
4.219321947848732601e-01,1.824935097012934762e+02,6.554555454997270658e-01,1.512750308842738036e+02
5.761823475811451711e-01,2.578838383983930385e+02,7.074559677245915168e-01,6.885159661565384681e+01
3.566429049554741271e-01,1.965766180536642196e+02,6.059312538480412513e-01,9.660136272827429593e+01
4.112763563522368604e-01,2.276251179137234146e+02,4.513161056622365663e-01,1.222774796260063113e+02
3.460323907939518162e-01,-5.062559376549223202e+02,8.457392324312351661e-01,9.542952264477702329e+01
2.934901789099256808e-01,2.481872639444876256e+02,3.547788494553003602e-01,1.417953613812674121e+02
4.272670342178617187e-01,1.957851581333648880e+02,5.902497508883826072e-01,1.369411277537342926e+02
4.839465714072151981e-01,1.872411885665807176e+02,4.960584577685267504e-01,1.026407912291410298e+02
6.147933178665154763e-01,2.707910069535382149e+02,5.583678320575131693e-01,1.532044368813578785e+02
5.798395672117140354e-01,2.201715742746513342e+02,6.994919486151118804e-01,8.746581171920882980e+01
3.912460380117721570e-01,2.008714517854245400e+02,6.539630525079758172e-01,1.615446231296396604e+02
4.177324908211312859e-01,2.122733849774927251e+02,6.918338845092719680e-01,1.464096632659977786e+02
2.893729773381117920e-01,2.227526676030363433e+02,3.876785763375565352e-01,1.193636624104056523e+02
4.372028374946146378e-01,2.357874386917037555e+02,6.725133797890805454e-01,1.445925553392783627e+02
4.342183649263540723e-01,2.014114260827868179e+02,7.049308446065438716e-01,1.313572974976776209e+02
2.946798241107413396e-01,2.048086021315132257e+02,3.896282104949051472e-01,8.011624121144259902e+01
5.077919039900755660e-01,2.296765804036503766e+02,3.834001869254279882e-01,1.348443657940337630e+02
3.745226411003227396e-01,1.790199456893585364e+02,6.516245502221451602e-01,1.476658280392522897e+02
2.042672164922182676e-01,1.849368251606928197e+02,4.811075852253452467e-01,1.725804607583705206e+02
3.392936637700364466e-01,6.311075581879208585e-01,5.578178768583370584e-01,1.065554328541179530e+02
3.464132228941493308e-01,8.331912830187667396e+01,2.764048771803686577e-01,1.121971470440872736e+02
4.035598874461669427e-01,5.045894689614237905e+02,6.227855964106510100e-01,2.000347977292136648e+02
4.033283777194869857e-01,7.101168673654174768e+01,6.768365885430611684e-01,1.187009686729978739e+02
4.078683278767386566e-01,2.950220814266114076e+02,4.725096041161975791e-01,1.348216501970570675e+02
4.267291111480984722e-01,3.219299590241931810e+02,6.696954102883410087e-01,6.290952031590541083e+01
4.180552193908522174e-01,2.157688905067763017e+02,4.102796505102119795e-01,1.312301038298099343e+02
4.544660331472737402e-01,3.014250270745263833e+02,6.103287532446515229e-01,1.137844486464171609e+02
3.838524593682852704e-01,1.518402864857470718e+02,4.208685297064036490e-01,1.627002796800622377e+02
3.575767794935826860e-01,2.117915428790487340e+02,6.411334270931376977e-01,1.252419444182864936e+02
2.866043634639937054e-01,1.785418927713366202e+02,7.660513542974953793e-01,1.166780843216631638e+02
4.142388774941484497e-01,1.988892638200919123e+02,3.246646871353675579e-01,1.500123806878416985e+02
3.812801358085901593e-01,2.104541213864815745e+02,8.125057948717540057e-01,1.347401694487620034e+02
4.310791275400552292e-01,2.012465191131026359e+02,5.376778504150649951e-01,9.783083518016854896e+01
4.763405106746618212e-01,2.877322391684400600e+02,6.435812330627612710e-01,7.185697817429655743e+01
4.094124465034203464e-01,2.165959341840024877e+02,2.356961515715099154e-01,9.130759406385539023e+01
2.324041395006035959e-01,2.860600025755871343e+02,6.873444689902257210e-01,9.652798629780374995e+01
3.129714161689980401e-01,2.439471357427607074e+02,6.545486271633080833e-01,1.235987140070884038e+02
5.664232322713378398e-01,2.542755563208184242e+02,5.862645773826571372e-01,1.043484385634287719e+02
4.078388782452631034e-01,1.948600227275015868e+02,7.607557923839252112e-01,1.077872317644889790e+02
3.924797495134572101e-01,1.808747745077416198e+02,7.516135433449591119e-01,1.115613943224605009e+02
4.019486534692370827e-01,1.938361313827280696e+02,6.987932235670299974e-01,9.378763874317655791e+01
4.355506284500423320e-01,2.837786126772725765e+02,2.939190279192658295e-01,1.229681624883485824e+02
3.686523861543038461e-01,-9.426032634366035836e+02,5.572470399932711871e-01,1.729965206100100659e+02
3.417277992010050447e-01,3.014865325501153279e+02,4.745075253523722836e-01,1.427806595543619892e+02
3.846751574185560130e-01,-6.911014186116424298e+02,6.417296705430430848e-01,5.902043246540421251e+01
3.441037097863334782e-01,2.113070977540477884e+02,7.313359459661583628e-01,1.425074340998459661e+02
3.718847013120359923e-01,2.878893592010821294e+02,6.289200669912133890e-01,1.794648231937713945e+02
4.781651106730942513e-01,1.191492104745734650e+02,7.018484723178133322e-01,1.074668011833538799e+02
3.936333928110675173e-01,1.973337712142764815e+02,4.798005194958037123e-01,8.156283087065261839e+01
3.736367999326519196e-01,1.898155359150468939e+02,5.307721669444802615e-01,1.384353184975945510e+02
5.314628176886539990e-01,1.690100671661913339e+02,3.188632869343521747e-01,1.280183473947781749e+02
4.148515988375900410e-01,3.032861767405532873e+02,5.482066268787448848e-01,9.886134483367584380e+01
3.455650790084074386e-01,1.318132700672036322e+02,6.310374191636682895e-01,1.433659019573111664e+02
3.972085201302327229e-01,-5.884679966838518794e+00,7.643514740026446930e-01,1.855123013095829378e+02
3.662893869093205579e-01,5.653755762775818994e+02,6.105033152842409550e-01,1.336392283870697497e+02
4.392305098863054091e-01,6.098520109129722186e+02,5.962686510577839272e-01,1.211853739619284056e+02
2.541773800382389759e-01,-1.612221702560822450e+03,4.463634560155398390e-01,1.364354586469213473e+02
3.879551160090209394e-01,2.006036167903876333e+02,5.903341765005478692e-01,1.296158327634924490e+02
6.144043281388635869e-01,2.212174250191823717e+02,6.341701608049916672e-01,1.453137357988149461e+02
4.331876514661691102e-01,-3.332132793293569080e+02,5.652483208392027336e-01,1.219894802275614438e+02
3.022119100061079755e-01,2.475634174013920301e+02,6.526087472614250373e-01,1.080241939595121607e+02
3.782562034263911577e-01,-1.745620447086300260e+02,6.350235386642282265e-01,1.535064508985885823e+02
3.954700869714334877e-01,-1.775397558788222341e+02,5.236569436150446677e-01,9.339454803990636833e+01
1.231702812616452425e+00,1.956787544382253827e+02,7.213500437259696696e-01,1.287822922601914115e+02
3.868381282210774375e-01,2.139003501986449294e+02,9.167193356655687353e-01,8.606466253152200352e+01
4.769999496888819301e-01,1.544361635322265158e+02,5.089209836072825510e-01,1.686012747528201885e+02
3.966933307275615217e-01,2.344798255028968583e+02,6.811870635365693261e-01,8.935453201354459907e+01
3.677504280169185957e-01,1.914316068640036121e+02,6.274946915833865546e-01,1.267941641557109733e+02
3.956948284963365814e-01,2.065185635179345809e+02,3.757303186255072092e-01,1.546473847331116644e+02
4.829970198063273656e-01,2.263620493811472443e+02,7.394209948187864256e-01,9.855249839917206600e+01
4.541523832382229897e-01,1.707915800521020628e+02,5.062074383082943996e-01,1.320135252512882289e+02
3.789427730097052471e-01,2.533128314033802724e+02,3.860684858059002522e-01,2.176810205102991063e+02
5.174715991102885049e-01,2.146486689301326294e+02,7.817087225368126724e-01,1.281956386886132009e+02
3.714577995580531367e-01,3.256736166249804114e+02,7.209707472387023586e-01,1.340494068005803570e+02
4.192688989228476326e-01,1.939204973514166852e+02,5.514358046638321298e-01,1.325059054727298076e+02
4.096874699373888040e-01,1.583434727532023487e+02,6.965620298967394319e-01,1.378904090490671592e+02
3.944472400019047309e-01,2.158556875825584598e+02,7.167572727882998151e-01,9.829660582494756227e+01
5.708613033932748992e-01,2.694198956056528687e+02,4.414864441194623623e-01,8.634292418196847052e+01
3.797204144616382893e-01,2.489090486702797875e+02,5.571276225188199760e-01,1.071568837470402400e+02
3.570933341140705153e-01,1.293741645890345353e+02,7.957934381516267308e-01,8.855532633833649925e+01
3.436460873641459801e-01,2.527595217800978276e+02,5.519662023474083412e-01,1.073130184698927678e+02
2.645863448347196001e-01,3.490718548158864678e+02,6.320893088456855935e-01,1.106478917379761810e+02
3.620574333641791709e-01,1.889385190680835365e+02,6.867970840544543876e-01,1.390630271242011986e+02
4.244753159801453735e-01,5.400733806007670523e+01,5.416513587314142342e-01,1.708209606123579647e+02
4.564374431910634966e-01,4.059097681560567707e+02,7.491310592660198608e-01,7.150361867701781193e+01
4.501857605661981898e-01,5.709631252171814140e+02,5.240708208618585218e-01,7.747573770591012021e+01
4.777702687647022439e-01,3.189362235056033228e+02,8.553197830835088666e-01,1.101987875457842279e+02
3.175851268903358005e-01,5.024611476444545133e+01,5.310137018176561696e-01,9.010717371547633547e+01
4.127655690772716879e-01,2.575869418312090033e+02,6.356897945904194103e-01,1.049316868924802293e+02
2.247982902026626761e-01,7.035525194087753675e+01,5.622267226583801403e-01,9.820798131674081333e+01
3.733852329332906783e-01,3.325833088778392721e+02,4.845951705491842176e-01,6.307499180863177912e+01
5.636093361121135015e-01,3.102724222002717624e+02,4.510733379588742764e-01,1.017359870721252832e+02
6.790129762533534397e-01,1.314667510755052490e+03,4.820609247239246997e-01,1.809563744398213885e+02
4.377545989985681119e-01,2.238495280060254515e+02,6.119602825951631075e-01,1.137351315271130261e+02
4.780315770862890723e-01,3.225236753479485969e+02,7.791354467245454885e-01,7.584667196413616352e+01
3.995034051882221937e-01,2.782498866548984324e+02,3.933231887537402827e-01,1.608687109071487384e+02
4.034064270749000980e-01,1.752337069151748778e+02,5.459045171217127290e-01,1.510287244529334885e+02
4.609069821259492716e-01,2.109314064493078433e+02,8.945979584394692097e-01,7.727683134251728347e+01
4.916835065318179154e-01,3.957377825665587352e+03,6.187379587163235328e-01,6.341319105834165271e+01
3.917724318744966738e-01,1.691163070481007082e+02,6.013768726829198386e-01,8.449508148229955395e+01
5.512885900199464562e-01,2.333055791207125083e+02,7.726959209109338644e-01,1.575728278680610970e+02
6.254527818792853244e-01,6.244022414096866669e+02,4.572840167914549170e-01,7.890066983847427196e+01
3.415843206593087711e-01,1.532067877118847150e+02,6.354972416772000088e-01,1.178497363352510092e+02
5.218284661497236687e-01,-3.604798132102995964e+02,6.318604302417227814e-01,9.638557822467083724e+01
6.122798264726660999e-01,2.515066592926327758e+02,6.998164037447267560e-01,1.754270621824883847e+02
3.268041958142059444e-01,1.488148769616724394e+02,7.020955634214089969e-01,1.411004205653264307e+02
4.151813642919027769e-01,2.055318508180010895e+02,3.664085453925380875e-01,1.078832536530929360e+02
7.538395645548263690e-01,1.521240742116636397e+02,5.177751567312114389e-01,1.609731049828964728e+02
5.377025459362028137e-01,2.624323416280845436e+02,7.420210805125933007e-01,1.273850400200144577e+02
3.942402822996707301e-01,6.391237380247489455e+02,6.883126662010425889e-01,1.079975001832482349e+02
4.129063998360136822e-01,2.167164829659687371e+02,5.923361244274474302e-01,1.354660183484594995e+02
3.584189516445217549e-01,1.675235138262836472e+02,8.561929522397591086e-01,1.027384090828418834e+02
2.812171807771465804e-01,2.029130112372464225e+02,6.095974038463509714e-01,1.111622996693880623e+02
6.091526126933248797e-01,3.062973287173711583e+02,5.869248071304724590e-01,1.119463569403276892e+02
3.463880949875958182e-01,2.649601936875296246e+02,4.697320231906445542e-01,8.184777940726320367e+01
4.523304370532382768e-01,3.901165017710875418e+02,6.583832448148001504e-01,9.183094356324104979e+01
3.082393700125191094e-01,-4.103317968041497465e+02,7.711906132864285723e-01,1.472534186950036315e+02
2.829206572088146521e-01,2.199240131769984146e+02,4.684738772572671905e-01,1.428394082537718077e+02
3.749368630286752935e-01,2.224417745890070250e+02,6.089964646221730504e-01,9.372664359607006190e+01
6.327734565041259751e-01,-7.139293466542665101e+01,5.030383020304611819e-01,6.747791124919200456e+01
3.795823981888707399e-01,2.416952875672695598e+02,8.358686554066636631e-01,1.020642469553994260e+02
4.241461600516882591e-01,5.963216321153251442e+01,1.076490214531773404e+00,1.061543471026881775e+02
2.866990445730381865e-01,-1.314338369604321883e+02,6.244881152956196502e-01,1.082527347101612349e+02
4.552417361449311861e-01,2.593938451063189632e+02,7.164254093253319411e-01,1.477441558872940846e+02
4.780156844421638018e-01,-6.793427461246060375e+02,5.079405040277933381e-01,1.618249739356298846e+02
4.823804370428468324e-01,2.093610085879915346e+02,5.103531263739782275e-01,8.363311383791739217e+01
3.962649615916517543e-01,1.725768340413751787e+02,7.636239728513061209e-01,1.632290006648327676e+02
3.858391425970402189e-01,2.380688410516526403e+02,5.866036655353994433e-01,1.044365429493016677e+02
4.140548004156137107e-01,2.127822821766569916e+02,4.886566640457061794e-01,1.671375727898487753e+02
4.120488932816347427e-01,1.686638185839863695e+02,4.984234058797767375e-01,1.262975098588693754e+02
3.187781942995797091e-01,1.536502851783086498e+02,6.287241080260272952e-01,1.162277063258717362e+02
3.600774089560810909e-01,2.299363010457879000e+02,4.121738116707120980e-01,1.333456212920696089e+02
4.170782046346611649e-01,1.952705168705032861e+02,5.442218773356941597e-01,1.167896907299596592e+02
3.872592124759328125e-01,8.099077060315539711e+01,6.168619925599472253e-01,1.295446695553725931e+02
3.304599337343673282e-01,1.655999200394305433e+02,3.988032444932869680e-01,5.825032810097354741e+01
3.501920804901355044e-01,4.022748580689367373e+02,7.454783969562939205e-01,1.116977364597375981e+02
4.090968691457843587e-01,2.676904622076519331e+02,5.417796924489692856e-01,5.388666151523267445e+01
6.606148874575893393e-01,2.864063362455038373e+02,5.224014978723587888e-01,1.288548205529468760e+02
3.706836252805837950e-01,1.923181404778822809e+02,5.706075236728551658e-01,9.131397056500509279e+01
3.675426072660687438e-01,2.157269628349475852e+02,4.931979692206311938e-01,1.083606871328060492e+02
6.190370296468885591e-01,7.730870410571201319e+02,2.848705142734786477e-01,7.804600272087813551e+01
4.147937601541869523e-01,1.827751493402849405e+02,5.894325185984570226e-01,1.225213082920794250e+02
3.852374543107016658e-01,-2.649289948388215521e+02,7.797974465054409166e-01,1.286708890232750377e+02
6.285624325695278181e-01,8.995445315869460501e+01,8.148723849844401457e-01,1.314796037968066571e+02
4.198907672034043470e-01,1.930641538264357848e+02,6.089564572999606185e-01,1.701852239412633594e+02
5.290288093047467166e-01,2.220760203025603801e+02,3.758321181801633770e-01,1.003756515156173919e+02
4.145963469527008671e-01,2.190611134700965579e+02,7.859834646775496481e-01,1.121498731132888338e+02
5.277830996188688228e-01,1.326909454272577591e+02,6.735387265570551563e-01,9.923225024317650877e+01
3.082561154018612637e-01,-1.241310543715218500e+03,5.131519829382753528e-01,8.628846500580027623e+01
3.875257053865573953e-01,2.618887321911333856e+02,5.231653159212470428e-01,1.257955913226228404e+02
3.769768028650538061e-01,9.229367627405090957e+01,5.786828527096545827e-01,1.348897955651092957e+02
3.788983321342839217e-01,-8.754224267188788872e+03,6.355540653226938730e-01,1.067655817692065057e+02
2.857335394486674174e-01,2.047185136294489496e+02,5.663991184474497231e-01,8.880261026625876752e+01
1.898145816758032012e-01,2.511887117644280920e+02,7.158121150746410422e-01,6.749046169577627552e+01
5.773486821565159133e-01,2.278436314219274550e+02,7.670250710940393901e-01,1.567854114124748435e+02
2.958634232833186606e-01,1.923945264575142744e+02,4.299699776920604677e-01,1.084710541659404726e+02
5.179411337999404452e-01,3.390866190422079853e+02,5.516483945612051798e-01,1.123526084423565408e+02
3.247562937480737433e-01,2.251754861385342110e+02,6.315180079483369013e-01,1.768124514740645736e+02
3.149715323060206518e-01,2.482128567780910657e+02,7.802742031269858103e-01,1.080683128937284323e+02
2.733868721664307611e-01,2.622736778074456083e+02,7.722859268684203471e-01,1.389079417492262678e+02
3.022081251996173723e-01,1.670913609033673879e+02,5.645935603845160244e-01,1.318516612965880199e+02
3.865909953480466954e-01,2.086060991930060879e+02,7.252027296635503717e-01,1.770095063399881496e+02
3.693912274869058376e-01,2.447935190116035358e+02,7.802082777171150951e-01,1.844226204253715196e+02
3.477030387524848720e-01,2.204360877659495372e+02,4.385385264615777601e-01,1.263667856368705884e+02
3.228520229680337250e-01,4.260354853413203955e+02,5.053428014202268059e-01,6.799268264661202466e+01
5.091180355340293451e-01,8.260517327858203771e+02,7.101800122853845210e-01,8.501479817741494571e+01
4.287090148966783976e-01,1.433638730163215769e+02,5.462967760420980312e-01,1.181588161754074235e+02
5.511612789566471271e-01,2.381507836699928475e+02,4.685585829158327442e-01,1.556867364611445623e+02
3.546388389409251829e-01,1.977407703636262966e+02,5.469459414698931710e-01,8.923466391031615785e+01
4.325574992346384873e-01,2.674907277642402050e+02,7.567119943284481565e-01,1.665456676659169375e+02
3.992752938609384628e-01,2.391507520551718073e+02,5.965563638768500709e-01,1.044601036130160310e+02
4.073570783224519931e-01,2.347257833472403945e+02,6.113375063442134660e-01,1.490974903430266068e+02
4.092626641093669582e-01,1.681007537390997300e+02,7.356855621553464175e-01,1.359893852093894111e+02
3.945384086913926169e-01,2.097623499242979221e+02,5.711409268973213216e-01,1.063698500850205733e+02
3.829475678617036416e-01,1.496123457498330254e+02,6.159825927880504537e-01,1.415609466266483309e+02
2.961158544940318826e-01,-6.288052781407188832e+02,4.724071518399881597e-01,6.098835982974631520e+01
2.631793726237573461e-01,2.333907550321261510e+02,7.212378227521227814e-01,1.098827115657435911e+02
3.321300597131548460e-01,2.201322509678420261e+02,5.905729223937967731e-01,9.835518998694891479e+01
3.356883264333834216e-01,1.938913403146607379e+02,4.788076539711312307e-01,1.130625426806100791e+02
4.205257679405507987e-01,3.079910115100532266e+02,8.546791505416351242e-01,1.014696905979175199e+02
